operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,lat,lon
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.636179,-58.439476",94000.0,USD,1425265.6,94000.0,,41.0,,2292.682927,,2.0,,http://caballito.properati.com.ar/yk4b_venta_departamentos_caballito_balcon_lavadero_parrilla_terraza_luminoso_electrogeno_garage_aire-acondicionado_estrenar_re-max-bur-oacute,-34.636179,-58.439476
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578362,-58.449633",195000.0,USD,2956668.0,195000.0,,87.0,,2241.37931,,2.0,,http://colegiales.properati.com.ar/11mzi_venta_departamentos_colegiales_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_garage_amenities_estrenar_belgrano,-34.578362,-58.449633
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6133619,-58.38541",89000.0,USD,1349453.6,89000.0,0.0,28.0,,3178.571429,,1.0,600.0,http://san-cristobal.properati.com.ar/zutc_venta_departamentos_san-cristobal_balcon_lavadero_parrilla_patio_luminoso_garage_btc-propiedades_cr7,-34.6133619,-58.38541
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6085504575,-58.4506525716",145000.0,USD,2198548.0,145000.0,53.0,49.0,2735.849057,2959.183673,11.0,3.0,822.0,http://caballito.properati.com.ar/12elx_venta_departamentos_caballito_cucha-cucha_1168_piscina_luminoso_garage_amenities_bilardo-negocios-inmobiliarios_3lr,-34.6085504575,-58.4506525716
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.602153,-58.412067",159000.0,USD,2410821.6,159000.0,,95.0,,1673.684211,5.0,3.0,,http://san-telmo.properati.com.ar/11ki4_venta_departamentos_san-telmo_balcon_lavadero_luminoso_dependencias_re-max-visi-oacute-n,-34.602153,-58.412067
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.566885,-58.451021",120000.0,USD,1819488.0,120000.0,,42.0,,2857.142857,,2.0,,http://belgrano.properati.com.ar/xvlb_venta_departamentos_belgrano_balcon_lavadero_parrilla_sum_terraza_luminoso_kitchinete_amenities_estrenar,-34.566885,-58.451021
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6027271,-58.3796179",250000.0,USD,3790600.0,250000.0,,,,,,,,http://monserrat.properati.com.ar/vouw_venta_departamentos_monserrat,-34.6027271,-58.3796179
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.561966,-58.46373",350000.0,USD,5306840.0,350000.0,,100.0,,3500.0,1.0,3.0,,http://belgrano.properati.com.ar/12gpc_venta_departamentos_belgrano_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_patio_piscina_sum_toilette_vestidor_luminoso_vista_lujoso_garage_placard_subte-linea-d_re-max-express,-34.561966,-58.46373
sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.60808733,-58.43089266",84500.0,USD,1281222.8,84500.0,40.0,36.0,2112.5,2347.222222,,1.0,,http://parque-centenario.properati.com.ar/10axi_venta_departamentos_parque-centenario_balcon_luminoso_lujoso_migliorisi-propiedades_cy0,-34.60808733,-58.43089266
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6000747136,-58.4032361233",115000.0,USD,1743676.0,115000.0,64.0,63.0,1796.875,1825.396825,,,,http://once.properati.com.ar/fncb_venta_departamento_once,-34.6000747136,-58.4032361233
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.617228,-58.457265",73800.0,USD,1118985.12,73800.0,,31.0,,2380.645161,,2.0,,http://caballito.properati.com.ar/11upu_venta_departamentos_caballito_balcon_lavadero_parrilla_sum_terraza_garage_estrenar_re-max-uno,-34.617228,-58.457265
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.603438,-58.4364402",130000.0,USD,1971112.0,130000.0,45.0,40.0,2888.888889,3250.0,2.0,,960.0,http://villa-crespo.properati.com.ar/ylms_venta_departamentos_villa-crespo_balcon_luminoso_placard_aris-propiedades,-34.603438,-58.4364402
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5771094737,-58.4456268033",110000.0,USD,1667864.0,110000.0,,38.0,,2894.736842,,2.0,,http://colegiales.properati.com.ar/xlfn_venta_departamentos_colegiales_newbery-jorge_3000_balcon_baulera_garage_estrenar,-34.5771094737,-58.4456268033
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5562399,-58.4587852",220000.0,USD,3335728.0,220000.0,251.0,115.0,876.4940239,1913.043478,,4.0,,http://belgrano.properati.com.ar/12pfn_venta_departamentos_belgrano_balcon_terraza_subte-linea-d_j-robledo-negocios-inmobiliarios_d5s,-34.5562399,-58.4587852
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.602623,-58.440056",132000.0,USD,2001436.8,132000.0,,56.0,,2357.142857,,3.0,,http://villa-crespo.properati.com.ar/10lqd_venta_departamentos_villa-crespo_balcon_lavadero_garage_placard_re-max-buro-ii,-34.602623,-58.440056
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5848012,-58.4115472",169000.0,USD,2562445.6,169000.0,50.0,41.0,3380.0,4121.95122,,2.0,1500.0,http://palermo.properati.com.ar/yw4l_venta_departamentos_palermo_le-bleu,-34.5848012,-58.4115472
sell,apartment,|Argentina|Capital Federal|Retiro|,"-34.5989036,-58.3782898",320000.0,USD,4851968.0,320000.0,125.0,125.0,2560.0,2560.0,,4.0,,http://retiro.properati.com.ar/ystc_venta_departamentos_retiro_baulera_lavadero_vestidor_garage_m-pelach-propiedades,-34.5989036,-58.3782898
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5917085,-58.3969821",189000.0,USD,2865693.6,189000.0,75.0,69.0,2520.0,2739.130435,,,3200.0,http://recoleta.properati.com.ar/12ird_venta_departamentos_recoleta_balcon_lavadero_luminoso_subte-linea-d_subte-linea-h_cristian-bau-propiedades_6c7,-34.5917085,-58.3969821
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.622681,-58.395551",78000.0,USD,1182667.2,78000.0,,41.0,,1902.439024,6.0,2.0,,http://san-cristobal.properati.com.ar/12d18_venta_departamentos_san-cristobal_lavadero_piscina_luminoso_garage_placard_subte-linea-e_subte-linea-h_re-max-liberty,-34.622681,-58.395551
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.564511,-58.464647",350418.0,USD,5313177.88,350418.0,146.0,119.0,2400.123288,2944.689076,,4.0,,http://belgrano.properati.com.ar/y78b_venta_departamentos_belgrano_landing-propiedades,-34.564511,-58.464647
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.601017,-58.4313746",138000.0,USD,2092411.2,138000.0,69.0,66.0,2000.0,2090.909091,5.0,3.0,2200.0,http://almagro.properati.com.ar/y10p_venta_departamentos_almagro_balcon_lavadero_toilette_luminoso_garage_placard_doble-circulacion_eduardo-bertolotti-propiedades,-34.601017,-58.4313746
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.622512,-58.388768",90000.0,USD,1364616.0,90000.0,67.0,67.0,1343.283582,1343.283582,,3.0,,http://san-cristobal.properati.com.ar/11hgg_venta_departamentos_san-cristobal_suite_luminoso_garage_di-mitrio-inmobiliaria_90i,-34.622512,-58.388768
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6108831,-58.4003678",62000.0,USD,940068.8,62000.0,40.0,40.0,1550.0,1550.0,,,,http://balvanera.properati.com.ar/wmw8_venta_departamentos_balvanera,-34.6108831,-58.4003678
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.55352783,-58.44956589",290000.0,USD,4397096.0,290000.0,,,,,,,,http://belgrano.properati.com.ar/113md_venta_departamentos_belgrano_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_terraza_toilette_sauna_garage_aire-acondicionado_losa-radiante_grupo-zeta-inmobiliaria,-34.55352783,-58.44956589
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5596446354,-58.4543498558",157000.0,USD,2380496.8,157000.0,54.0,33.0,2907.407407,4757.575758,,2.0,1500.0,http://belgrano.properati.com.ar/ysjt_venta_departamentos_belgrano_balcon_parrilla_terraza_luminoso_impecable_aire-acondicionado_losa-radiante_belga-inmobiliaria,-34.5596446354,-58.4543498558
sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.6038236,-58.4272911",138000.0,USD,2092411.2,138000.0,74.0,74.0,1864.864865,1864.864865,1.0,4.0,300.0,http://parque-centenario.properati.com.ar/11w6s_venta_departamentos_parque-centenario_lavadero_luminoso_aire-acondicionado_bertolotti,-34.6038236,-58.4272911
sell,apartment,|Argentina|Capital Federal|,,84000.0,USD,1273641.6,84000.0,,47.0,,1787.234043,,2.0,,http://capital-federal.properati.com.ar/11nxz_venta_departamentos_capital-federal_balcon_luminoso_garage_placard_el-trebol-morana-inmuebles-servicios,,
sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.6042164,-58.4351228",88000.0,USD,1334291.2,88000.0,48.0,48.0,1833.333333,1833.333333,,3.0,,http://parque-centenario.properati.com.ar/10b97_venta_departamentos_parque-centenario_migliorisi-propiedades_cy1,-34.6042164,-58.4351228
sell,apartment,|Argentina|Capital Federal|,,45000.0,USD,682308.0,45000.0,27.0,27.0,1666.666667,1666.666667,,,,http://capital-federal.properati.com.ar/w7xv_venta_departamentos_san-nicolas,,
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.625686,-58.463402",299000.0,USD,4533557.6,299000.0,,114.0,,2622.807018,,4.0,,http://flores.properati.com.ar/zppo_venta_departamentos_villa-general-mitre_balcon_baulera_suite_lavadero_piscina_toilette_vestidor_luminoso_lujoso_garage_amenities_doble-circulacion_re-max-ayres-ii,-34.625686,-58.463402
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6307325,-58.4815962",140000.0,USD,2122736.0,140000.0,65.0,65.0,2153.846154,2153.846154,,3.0,1900.0,http://floresta.properati.com.ar/10u2p_venta_departamentos_floresta_balcon_luminoso_vista_la-floresta,-34.6307325,-58.4815962
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5970267,-58.4032272",198000.0,USD,3002155.2,198000.0,,,,,,,,http://recoleta.properati.com.ar/x5ff_venta_departamentos_recoleta,-34.5970267,-58.4032272
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.554161,-58.4905798",198000.0,USD,3002155.2,198000.0,120.0,90.0,1650.0,2200.0,,3.0,,http://saavedra.properati.com.ar/12fdl_venta_departamentos_saavedra_terraza_luminoso_garage_estrenar_solimano-dal-pos-inmuebles,-34.554161,-58.4905798
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6186349,-58.478887",61770.0,USD,936581.44,61770.0,35.0,35.0,1764.857143,1764.857143,7.0,,,http://flores.properati.com.ar/y40n_venta_departamentos_flores_balcon_parrilla_luminoso_garage_placard_aire-acondicionado_brick-propiedades-local-palermo,-34.6186349,-58.478887
sell,apartment,|Argentina|Capital Federal|Liniers|,"-34.6507766,-58.5155958",92000.0,USD,1394940.8,92000.0,58.0,58.0,1586.206897,1586.206897,,2.0,350.0,http://liniers.properati.com.ar/s4al_venta_departamentos_liniers,-34.6507766,-58.5155958
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",1586000.0,ARS,1581597.98,104310.53,,32.0,,49562.5,10.0,1.0,,http://belgrano.properati.com.ar/u4yr_venta_departamentos_belgrano,-34.56822,-58.458337
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6223398871,-58.4085322312",157000.0,USD,2380496.8,157000.0,63.0,57.0,2492.063492,2754.385965,25.0,3.0,1500.0,http://san-cristobal.properati.com.ar/10mlf_venta_departamentos_san-cristobal_calvo-carlos_3000_lavadero_parrilla_piscina_sum_garage_estrenar_salaya-romera-barrio-norte,-34.6223398871,-58.4085322312
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5903989,-58.3873961",88000.0,USD,1334291.2,88000.0,23.0,23.0,3826.086957,3826.086957,,,,http://recoleta.properati.com.ar/ybv1_venta_departamentos_recoleta_l-m-de-elizalde-cia,-34.5903989,-58.3873961
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.629478,-58.45214",91606.0,USD,1388966.81,91606.0,45.0,40.0,2035.688889,2290.15,,1.0,1.0,http://caballito.properati.com.ar/uutt_venta_departamentos_caballito,-34.629478,-58.45214
sell,apartment,|Argentina|Capital Federal|Villa Lugano|,"-34.6833842,-58.4750427",85000.0,USD,1288804.0,85000.0,119.0,85.0,714.2857143,1000.0,,3.0,,http://villa-lugano.properati.com.ar/po0s_venta_departamentos_villa-lugano,-34.6833842,-58.4750427
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6063946,-58.4632121",145000.0,USD,2198548.0,145000.0,150.0,80.0,966.6666667,1812.5,,6.0,,http://caballito.properati.com.ar/xz1j_venta_departamentos_caballito_terraza_buyma-propiedades,-34.6063946,-58.4632121
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6045779,-58.4231909",120000.0,USD,1819488.0,120000.0,56.0,50.0,2142.857143,2400.0,,3.0,2200.0,http://almagro.properati.com.ar/zjqn_venta_departamentos_almagro_luminoso_placard_goldstein-propiedades-srl_9yp,-34.6045779,-58.4231909
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5706322,-58.4314264",275000.0,USD,4169660.0,275000.0,99.0,89.0,2777.777778,3089.88764,,,,http://nunez.properati.com.ar/11rl7_venta_departamentos_nunez_zarlenga-inmobiliaria_bcl,-34.5706322,-58.4314264
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6476444,-58.3701422",110000.0,USD,1667864.0,110000.0,60.0,,1833.333333,,,3.0,,http://barracas.properati.com.ar/ul5a_venta_departamentos_barracas,-34.6476444,-58.3701422
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.583784587,-58.455382866",75000.0,USD,1137180.0,75000.0,45.0,42.0,1666.666667,1785.714286,,2.0,1200.0,http://chacarita.properati.com.ar/ysky_venta_departamentos_chacarita_balcon_luminoso_grupo-g-asociados_cgu,-34.583784587,-58.455382866
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6087786,-58.430114",99500.0,USD,1508658.8,99500.0,63.0,63.0,1579.365079,1579.365079,,3.0,770.0,http://caballito.properati.com.ar/11or7_venta_departamentos_caballito_balcon_lavadero_placard_asempro_dcw,-34.6087786,-58.430114
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6144978,-58.38456",53000.0,USD,803607.2,53000.0,35.0,35.0,1514.285714,1514.285714,,,,http://monserrat.properati.com.ar/ogml_venta_departamentos_monserrat,-34.6144978,-58.38456
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6101150727,-58.4044589164",200000.0,USD,3032480.0,200000.0,,274.0,,729.9270073,3.0,5.0,,http://once.properati.com.ar/uld2_venta_departamentos_once_rivadavia-av-_2700,-34.6101150727,-58.4044589164
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6119155,-58.411536",65000.0,USD,985556.0,65000.0,42.0,42.0,1547.619048,1547.619048,2.0,2.0,500.0,http://balvanera.properati.com.ar/sdfp_venta_departamentos_balvanera_24-de-noviembre_24,-34.6119155,-58.411536
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5645773032,-58.4574136772",210000.0,USD,3184104.0,210000.0,66.0,60.0,3181.818182,3500.0,,3.0,2800.0,http://belgrano.properati.com.ar/12t1y_venta_departamentos_belgrano_balcon_toilette_luminoso_garage_placard_losa-radiante_subte-linea-d_deborah-sosa-inversiones-inmobiliarias_akn,-34.5645773032,-58.4574136772
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5938779,-58.429594",160000.0,USD,2425984.0,160000.0,51.0,46.0,3137.254902,3478.26087,9.0,,2000.0,http://palermo.properati.com.ar/yco6_venta_departamentos_palermo_balcon_parrilla_piscina_sum_toilette_luminoso_amenities_placard_lepore-propiedades-palermo,-34.5938779,-58.429594
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.592467,-58.410649",85900.0,USD,1302450.16,85900.0,67.0,52.0,1282.089552,1651.923077,,1.0,770.0,http://palermo.properati.com.ar/wcof_venta_departamentos_palermo_charcas_3177,-34.592467,-58.410649
sell,apartment,|Argentina|Capital Federal|Constitución|,"-34.6261244,-58.3859524",103000.0,USD,1561727.2,103000.0,57.0,49.0,1807.017544,2102.040816,,,,http://constitucion.properati.com.ar/12mgv_venta_departamentos_constitucion_suite_parrilla_sum_terraza_lujoso_garage_subte-linea-e_subte-linea-c_inmobiliaria-calot,-34.6261244,-58.3859524
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.607026,-58.442438",137000.0,USD,2077248.8,137000.0,48.0,42.0,2854.166667,3261.904762,,2.0,,http://caballito.properati.com.ar/10gbl_venta_departamentos_caballito_lavadero_parrilla_piscina_sum_lujoso_garage_migliorisi-propiedades_cy3,-34.607026,-58.442438
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5734242,-58.4362849",125000.0,USD,1895300.0,125000.0,0.0,0.0,,,,1.0,,http://colegiales.properati.com.ar/11m7e_venta_departamentos_colegiales_balcon_luminoso_amoblado_brokerin-nicolas-ortiz,-34.5734242,-58.4362849
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.571002,-58.442459",239000.0,USD,3623813.6,239000.0,,104.0,,2298.076923,,4.0,,http://belgrano.properati.com.ar/11gzk_venta_departamentos_belgrano_balcon_baulera_lavadero_luminoso_electrogeno_garage_aire-acondicionado_re-max-lagos,-34.571002,-58.442459
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.61203384,-58.4307518",92900.0,USD,1408586.96,92900.0,,,,,,,,http://caballito.properati.com.ar/xpjn_venta_departamentos_caballito_baulera_hidromasaje_luminoso_placard,-34.61203384,-58.4307518
sell,apartment,|Argentina|Capital Federal|San Nicolás|,"-34.602823,-58.36824",135000.0,USD,2046924.0,135000.0,64.0,64.0,2109.375,2109.375,,3.0,,http://san-nicolas.properati.com.ar/11r1g_venta_departamentos_san-nicolas_balcon_placard_mattera-inmuebles,-34.602823,-58.36824
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6022239254,-58.3968795373",160000.0,USD,2425984.0,160000.0,,,,,8.0,,,http://balvanera.properati.com.ar/u2it_venta_departamentos_balvanera_tucuman_2100,-34.6022239254,-58.3968795373
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5636949,-58.4581944",119900.0,USD,1817971.76,119900.0,36.0,36.0,3330.555556,3330.555556,19.0,,1850.0,http://belgrano.properati.com.ar/zvc2_venta_departamentos_belgrano_balcon_lavadero_luminoso_vista_garage_placard_brick-propiedades-local-colegiales,-34.5636949,-58.4581944
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5624033,-58.4667165",193000.0,USD,2926343.2,193000.0,,55.0,,3509.090909,1.0,2.0,,http://belgrano.properati.com.ar/okje_venta_departamentos_belgrano_monroe_3100,-34.5624033,-58.4667165
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6321116,-58.3703982",1556000.0,ARS,1551681.35,102337.45,48.0,42.0,2132.030208,37047.61905,,1.0,,http://barracas.properati.com.ar/zsn2_venta_departamentos_barracas_balcon_piscina_amenities_placard_nucifora-propiedades_crr,-34.6321116,-58.3703982
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.621654,-58.440164",139000.0,USD,2107573.6,139000.0,52.0,48.0,2673.076923,2895.833333,,2.0,,http://caballito.properati.com.ar/112dc_venta_departamentos_caballito_baulera_parrilla_luminoso_vista_garage_aire-acondicionado_landing-propiedades,-34.621654,-58.440164
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5757551,-58.4345373",290000.0,USD,4397096.0,290000.0,82.0,72.0,3536.585366,4027.777778,,3.0,,http://palermo.properati.com.ar/10drv_venta_departamentos_palermo_hidromasaje_lavadero_parrilla_terraza_luminoso_garage_amenities_impecable_placard_cristian-bau-propiedades_4pq,-34.5757551,-58.4345373
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6010624,-58.4376694",158000.0,USD,2395659.2,158000.0,80.0,72.0,1975.0,2194.444444,2.0,3.0,1600.0,http://villa-crespo.properati.com.ar/wxjz_venta_departamentos_villa-crespo,-34.6010624,-58.4376694
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6213002,-58.4384732",140000.0,USD,2122736.0,140000.0,68.0,59.0,2058.823529,2372.881356,,3.0,2678.0,http://caballito.properati.com.ar/11i3h_venta_departamentos_caballito_balcon_luminoso_dodorico-propieadades,-34.6213002,-58.4384732
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5687875,-58.4966697",95800.0,USD,1452557.92,95800.0,45.0,42.0,2128.888889,2280.952381,,2.0,800.0,http://villa-urquiza.properati.com.ar/12q2b_venta_departamentos_villa-urquiza_suite_terraza_luminoso_garage_aire-acondicionado_le-bleu,-34.5687875,-58.4966697
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",3547000.0,ARS,3537155.32,233284.66,,75.0,,47293.33333,20.0,3.0,,http://belgrano.properati.com.ar/y1it_venta_departamentos_belgrano_gimnasio_lavadero_parrilla_piscina_sum_electrogeno_amenities_proyectos,-34.56822,-58.458337
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.614193,-58.430228",300000.0,USD,4548720.0,300000.0,128.0,124.0,2343.75,2419.354839,,,,http://caballito.properati.com.ar/yqwg_venta_departamentos_caballito_balcon_baulera_suite_vestidor_luminoso_lujoso_dependencias_garage_amoblado_torres-propiedades,-34.614193,-58.430228
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.595328,-58.402687",258000.0,USD,3911899.2,258000.0,,120.0,,2150.0,,4.0,,http://barrio-norte.properati.com.ar/1155x_venta_departamentos_barrio-norte_balcon_baulera_luminoso_dependencias_garage_re-max-uno-ii,-34.595328,-58.402687
sell,apartment,|Argentina|Capital Federal|Villa Pueyrredón|,"-34.590718,-58.498185",69000.0,USD,1046205.6,69000.0,,27.0,,2555.555556,,2.0,,http://villa-pueyrredon.properati.com.ar/10z84_venta_departamentos_villa-urquiza_balcon_aire-acondicionado_re-max-buro-ii,-34.590718,-58.498185
sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.60662,-58.4304928",200000.0,USD,3032480.0,200000.0,76.0,68.0,2631.578947,2941.176471,,3.0,,http://parque-centenario.properati.com.ar/12fqg_venta_departamentos_parque-centenario_balcon_baulera_lavadero_parrilla_piscina_sum_sauna_subte-linea-b_migliorisi-propiedades_cy3,-34.60662,-58.4304928
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5705121,-58.4462943",270000.0,USD,4093848.0,270000.0,,,,,3.0,3.0,,http://belgrano.properati.com.ar/12t96_venta_departamentos_belgrano_balcon_suite_lavadero_parrilla_terraza_toilette_vestidor_subte-linea-d_ew-negocios-inmobiliarios,-34.5705121,-58.4462943
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6108357,-58.3748784",250000.0,USD,3790600.0,250000.0,126.0,122.0,1984.126984,2049.180328,,6.0,2900.0,http://monserrat.properati.com.ar/1147l_venta_departamentos_monserrat_lavadero_toilette_luminoso_dependencias_aire-acondicionado_adriana-streger-bienes-raices,-34.6108357,-58.3748784
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.604293,-58.4063222",75000.0,USD,1137180.0,75000.0,40.0,40.0,1875.0,1875.0,7.0,2.0,750.0,http://balvanera.properati.com.ar/11gez_venta_departamentos_balvanera_placard_marcela-montegrande-propiedades,-34.604293,-58.4063222
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.5966202515,-58.3806085715",145000.0,USD,2198548.0,145000.0,72.0,72.0,2013.888889,2013.888889,,3.0,,http://centro-microcentro.properati.com.ar/10o1h_venta_departamentos_centro-microcentro_lavadero_lujoso_victorino-de-la-plaza_d03,-34.5966202515,-58.3806085715
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5894701,-58.4078757",295000.0,USD,4472908.0,295000.0,114.0,94.0,2587.719298,3138.297872,,4.0,3900.0,http://recoleta.properati.com.ar/12v6t_venta_departamentos_recoleta_balcon_baulera_terraza_luminoso_lujoso_garage_subte-linea-d_subte-linea-h_galceran,-34.5894701,-58.4078757
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.618015,-58.460499",79500.0,USD,1205410.8,79500.0,,47.0,,1691.489362,,2.0,,http://flores.properati.com.ar/rmzn_venta_departamentos_flores,-34.618015,-58.460499
sell,apartment,|Argentina|Capital Federal|Floresta|,,123000.0,USD,1864975.2,123000.0,96.0,89.0,1281.25,1382.022472,,,,http://floresta.properati.com.ar/pip9_venta_departamentos_floresta,,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.605719,-58.431068",91500.0,USD,1387359.6,91500.0,49.0,49.0,1867.346939,1867.346939,,1.0,,http://villa-crespo.properati.com.ar/wfjq_venta_departamentos_villa-crespo,-34.605719,-58.431068
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5605705,-58.4590119",135000.0,USD,2046924.0,135000.0,70.0,58.0,1928.571429,2327.586207,1.0,3.0,1500.0,http://belgrano.properati.com.ar/119xe_venta_departamentos_belgrano_balcon_lavadero_patio_placard_ricardo-maidana-empresa-inmobiliaria,-34.5605705,-58.4590119
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6392412,-58.478673",83000.0,USD,1258479.2,83000.0,45.0,41.0,1844.444444,2024.390244,7.0,,,http://floresta.properati.com.ar/10pys_venta_departamentos_floresta_balcon_lavadero_parrilla_sum_luminoso_amoblado_amenities_placard_aire-acondicionado_estrenar_alternativa-propiedades,-34.6392412,-58.478673
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5653042899,-58.4379652889",180000.0,USD,2729232.0,180000.0,74.0,74.0,2432.432432,2432.432432,,3.0,,http://belgrano.properati.com.ar/12txf_venta_departamentos_belgrano_balcon_luminoso_zuker-propiedades_dkh,-34.5653042899,-58.4379652889
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.626001,-58.462254",85000.0,USD,1288804.0,85000.0,,55.0,,1545.454545,2.0,3.0,,http://flores.properati.com.ar/1164c_venta_departamentos_flores_balcon_re-max-buro-ii,-34.626001,-58.462254
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5861558174,-58.4150055376",380000.0,USD,5761712.0,380000.0,100.0,100.0,3800.0,3800.0,,3.0,,http://palermo.properati.com.ar/ywlu_venta_departamentos_palermo_baulera_suite_lavadero_parrilla_patio_dependencias_garage_zemborain-propiedades,-34.5861558174,-58.4150055376
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5671171991,-58.4578875283",180000.0,USD,2729232.0,180000.0,70.0,50.0,2571.428571,3600.0,1.0,,,http://belgrano.properati.com.ar/114g8_venta_departamentos_belgrano_vidal_1800_parrilla_piscina_sum_terraza_vestidor_garage_arvas-y-asociados,-34.5671171991,-58.4578875283
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6349102655,-58.4732609116",137000.0,USD,2077248.8,137000.0,0.0,74.0,,1851.351351,,3.0,1450.0,http://flores.properati.com.ar/vbqo_venta_departamentos_flores,-34.6349102655,-58.4732609116
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5720945,-58.5001398",65000.0,USD,985556.0,65000.0,,,,,,,,http://villa-urquiza.properati.com.ar/jnli_venta_departamento_villa-urquiza,-34.5720945,-58.5001398
